TRCHILDNUM,Caring for HH children,Housework,Grocery shopping
0,0,210,0
3,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,75,0
0,0,0,0
1,0,0,0
2,15,0,0
0,0,0,0
2,165,0,0
1,0,0,0
3,0,0,0
0,0,0,0
0,0,180,0
0,0,0,0
0,0,5,0
0,0,10,0
0,0,0,0
0,0,90,0
0,0,2,0
0,0,0,30
0,0,0,0
1,130,60,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,30,0
2,0,0,0
2,210,0,0
0,0,60,0
0,0,0,0
0,0,0,40
0,0,0,0
0,0,0,0
0,0,0,0
2,40,0,90
1,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
0,0,0,0
2,195,120,0
1,30,30,0
1,0,0,0
0,0,0,0
0,0,180,0
0,0,30,0
2,9,0,0
3,0,30,0
3,600,185,0
0,0,0,0
1,0,0,0
0,0,60,0
2,0,0,0
1,0,0,0
0,0,0,30
2,23,0,60
0,0,0,0
4,10,465,0
2,145,0,0
5,60,105,120
0,0,0,0
0,0,0,0
0,0,0,0
3,115,0,0
0,0,0,0
1,0,160,45
1,0,0,0
0,0,45,0
0,0,288,0
2,0,0,0
1,0,115,0
3,24,0,0
1,0,0,0
0,0,0,0
0,0,0,0
4,0,0,0
0,0,0,0
3,0,0,0
0,0,30,0
1,0,0,0
2,125,10,0
0,0,120,0
1,0,235,0
2,30,0,0
0,0,180,0
3,90,150,15
1,40,0,20
0,0,0,0
0,0,0,0
0,0,60,0
0,0,300,0
2,730,0,0
0,0,30,0
1,0,0,0
2,540,90,0
0,0,0,0
0,0,0,0
0,0,0,0
2,75,0,0
2,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
1,0,0,0
2,195,10,0
1,0,0,0
0,0,60,0
1,12,0,0
0,0,0,0
0,0,60,0
0,0,225,0
0,0,0,0
3,15,10,0
3,60,60,0
1,394,10,15
0,0,0,0
0,0,0,0
0,0,140,0
1,0,0,0
0,0,300,0
1,0,0,0
2,30,320,0
3,95,10,0
2,0,0,0
0,0,40,30
1,60,0,0
1,0,120,0
1,62,0,0
2,0,30,60
3,5,165,0
2,150,0,0
1,0,0,0
0,0,0,0
1,42,0,30
0,0,0,20
4,20,0,0
3,30,95,60
3,75,0,0
0,0,0,0
1,35,90,0
0,0,77,0
2,0,290,0
0,0,235,0
2,0,0,0
0,0,150,0
2,0,0,0
1,0,30,60
2,150,0,0
1,30,15,0
2,0,0,0
0,0,0,20
1,0,0,0
2,30,0,0
0,0,0,0
1,0,45,20
0,0,0,0
1,0,0,0
4,45,270,0
2,0,580,0
1,120,60,0
0,0,0,0
5,135,40,0
2,0,0,0
0,0,120,0
3,215,0,0
1,0,0,0
0,0,330,0
2,0,210,45
0,0,0,0
2,20,0,0
0,0,0,0
0,0,0,0
0,0,0,45
2,235,120,0
2,50,0,0
0,0,0,0
2,30,90,0
0,0,20,120
1,0,0,0
1,0,0,0
0,0,0,0
0,0,41,0
2,4,0,15
0,0,0,0
0,0,0,0
2,560,15,0
3,0,10,45
4,60,45,0
0,0,0,0
2,0,0,0
0,0,60,0
2,0,15,0
0,0,95,15
0,0,0,0
0,0,0,0
2,0,0,0
3,55,180,0
1,20,0,0
0,0,0,0
1,60,0,0
0,0,170,75
4,0,0,0
1,0,0,0
1,0,0,0
0,0,10,30
0,0,0,0
0,0,0,0
1,0,160,30
0,0,0,0
1,0,0,0
0,0,0,0
1,20,0,0
0,0,0,0
0,0,0,0
0,0,11,70
0,0,0,0
0,0,0,0
0,0,0,0
1,50,0,0
0,0,15,0
1,0,0,0
2,0,0,0
0,0,5,15
0,0,20,0
0,0,0,0
0,0,0,0
1,0,0,0
1,30,10,20
1,0,0,0
0,0,120,0
1,13,1,0
0,0,0,0
2,0,0,0
0,0,0,0
1,64,0,0
1,20,90,0
0,0,0,0
0,0,0,0
0,0,0,0
1,45,60,0
0,0,90,0
0,0,210,40
0,0,45,0
0,0,0,0
0,0,60,0
0,0,290,0
2,47,0,60
0,0,0,0
0,0,0,0
0,0,0,0
3,72,113,36
1,0,0,0
0,0,0,0
0,0,5,0
2,0,0,0
0,0,240,0
0,0,60,0
0,0,0,0
0,0,90,0
3,90,360,0
0,0,5,30
1,325,110,0
0,0,60,0
0,0,0,0
0,0,190,0
0,0,6,0
0,0,0,0
2,60,0,0
0,0,0,0
0,0,382,0
0,0,30,0
1,0,215,60
0,0,140,0
2,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,40,0,90
0,0,180,0
0,0,210,0
0,0,380,0
2,0,0,0
0,0,0,0
0,0,0,40
0,0,0,0
2,45,120,0
0,0,0,0
0,0,60,0
5,68,60,0
0,0,90,0
0,0,90,60
0,0,105,0
1,10,0,0
1,125,0,0
1,20,0,40
0,0,0,0
2,0,0,0
0,0,120,45
0,0,0,0
0,0,10,10
0,0,130,0
0,0,120,0
0,0,0,0
0,0,0,60
0,0,120,0
0,0,0,0
0,0,0,0
1,150,60,0
1,240,0,0
1,0,0,0
2,0,0,0
1,0,0,0
0,0,0,0
0,0,60,0
0,0,300,0
0,0,120,0
1,165,0,60
1,90,0,60
0,0,0,20
0,0,0,0
0,0,210,49
2,32,0,0
0,0,160,0
2,0,160,0
0,0,0,0
0,0,45,0
1,72,5,0
0,0,0,0
3,30,120,0
2,60,30,0
0,0,122,45
0,0,0,0
0,0,0,0
0,0,0,0
2,135,270,135
3,0,0,0
4,6,480,0
2,45,0,0
4,0,60,0
0,0,195,0
1,253,0,0
0,0,0,0
0,0,0,0
2,0,10,15
0,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
0,0,0,0
0,0,80,0
2,265,170,0
0,0,255,0
0,0,135,0
0,0,120,0
0,0,0,0
0,0,0,0
0,0,0,0
2,150,120,0
1,70,20,0
0,0,0,0
1,0,5,0
1,0,210,60
2,0,121,0
1,0,0,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,90,0
1,0,0,30
2,345,15,60
0,0,15,30
0,0,0,0
0,0,60,30
0,0,0,0
0,0,120,0
0,0,0,30
0,0,0,0
0,0,0,30
3,0,45,0
0,0,0,0
1,0,0,0
0,0,0,0
2,18,0,0
0,0,75,0
2,0,0,0
0,0,120,0
0,0,60,0
2,2,0,0
0,0,60,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,180,0
0,0,0,0
2,130,0,0
1,95,0,0
2,110,15,0
3,45,120,0
3,0,0,0
0,0,0,0
0,0,0,0
0,0,242,0
4,0,240,0
1,0,0,0
2,0,0,0
2,0,0,15
0,0,0,60
2,0,120,0
4,68,215,0
2,127,0,0
1,32,23,12
2,390,0,0
0,0,0,0
1,2,120,0
1,32,10,5
0,0,0,0
1,0,0,0
0,0,40,25
0,0,0,0
1,30,0,0
4,0,0,0
0,0,20,60
0,0,60,0
1,12,3,15
0,0,0,75
2,600,0,0
1,60,0,45
1,10,125,125
1,65,0,10
3,0,0,0
0,0,0,0
0,0,0,0
3,65,165,0
2,90,90,0
2,145,130,0
0,0,0,0
0,0,120,0
4,30,30,0
0,0,240,30
1,28,100,0
0,0,60,0
0,0,0,0
1,0,0,15
0,0,0,0
0,0,0,45
0,0,0,0
3,79,0,0
0,0,0,60
1,40,60,0
1,35,0,0
0,0,0,0
0,0,180,0
4,11,90,0
1,30,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,49,100,0
1,95,0,0
1,61,0,30
0,0,0,40
0,0,0,0
2,85,85,0
0,0,0,0
1,0,0,0
0,0,60,0
1,55,0,0
0,0,0,0
1,0,60,0
1,0,0,0
2,114,0,0
0,0,0,60
0,0,15,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,360,0
2,83,120,20
0,0,5,45
1,191,155,0
0,0,0,0
0,0,0,45
1,0,0,0
0,0,190,0
1,65,0,0
0,0,0,0
1,0,0,0
2,120,0,0
0,0,0,0
0,0,15,0
0,0,0,0
0,0,5,5
2,30,0,0
3,155,128,43
0,0,45,0
0,0,0,0
1,215,30,0
0,0,30,0
0,0,8,0
4,352,100,0
1,39,0,30
1,175,20,0
0,0,0,0
0,0,0,70
1,120,0,0
2,0,0,0
0,0,0,0
1,0,210,0
0,0,0,0
2,0,0,0
3,0,10,0
0,0,210,0
0,0,0,0
0,0,40,60
0,0,60,0
0,0,0,0
1,0,0,0
0,0,0,30
0,0,0,0
3,0,120,0
2,211,0,60
1,30,30,0
2,0,0,0
1,30,0,0
0,0,144,0
1,450,55,55
0,0,70,90
0,0,0,30
0,0,5,0
1,129,0,0
0,0,45,0
1,32,413,0
0,0,0,30
0,0,0,0
0,0,0,0
0,0,5,0
0,0,0,0
2,40,0,0
0,0,55,0
2,0,0,0
0,0,0,0
1,0,135,60
2,0,0,0
2,150,120,0
0,0,0,0
2,150,150,0
2,34,0,0
1,0,0,135
2,104,0,0
2,45,0,0
0,0,0,0
2,171,0,0
3,0,60,0
1,45,0,15
2,30,0,20
0,0,25,60
0,0,0,0
0,0,0,0
2,0,0,0
2,15,80,0
0,0,19,0
1,0,10,60
1,30,180,0
2,0,0,0
0,0,0,0
3,25,0,0
0,0,45,0
3,303,0,0
2,188,120,0
0,0,35,0
0,0,0,0
0,0,0,10
0,0,150,30
2,0,990,0
0,0,90,60
0,0,0,0
0,0,30,0
2,50,0,35
0,0,120,45
0,0,0,0
0,0,60,0
4,120,205,0
2,0,330,0
0,0,0,90
1,0,0,0
0,0,0,60
1,15,0,0
1,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
3,286,0,0
0,0,0,30
0,0,0,0
0,0,30,120
0,0,0,0
1,0,0,0
2,125,240,0
2,0,120,120
3,1,0,0
4,0,60,0
3,40,170,30
0,0,0,0
0,0,0,15
0,0,180,0
0,0,0,0
0,0,0,0
2,0,0,0
2,220,85,90
0,0,0,0
0,0,0,0
0,0,245,0
3,182,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,60,0
1,20,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,285,0,0
1,0,0,0
0,0,20,0
0,0,0,0
3,170,0,0
2,0,0,0
0,0,0,0
2,0,0,0
0,0,0,5
1,0,15,0
0,0,0,0
0,0,270,0
0,0,0,0
0,0,180,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,20,0
1,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,60
1,20,0,20
0,0,185,40
2,0,0,0
1,520,0,0
2,145,0,0
1,0,0,0
0,0,30,0
0,0,90,15
0,0,55,0
2,0,0,0
2,162,404,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,47,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,30,0
1,0,0,0
0,0,0,0
3,90,150,50
0,0,120,0
0,0,0,0
2,50,0,0
1,0,12,0
2,15,0,0
0,0,132,0
2,280,0,45
0,0,38,35
2,130,0,0
0,0,75,100
3,67,265,0
0,0,105,30
1,0,30,0
3,120,0,0
0,0,0,0
2,30,0,45
1,0,15,0
1,40,10,0
0,0,0,0
0,0,0,0
0,0,90,0
7,29,0,0
0,0,0,0
0,0,120,0
2,0,0,0
1,105,0,0
2,135,180,0
1,48,0,0
1,0,0,0
0,0,40,0
1,57,60,0
1,253,0,0
2,0,0,0
0,0,0,0
4,0,480,0
0,0,0,0
2,133,0,0
2,45,0,0
1,0,120,80
1,0,0,0
1,0,805,0
2,95,95,60
2,0,7,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,105,0
2,0,50,0
3,78,89,0
2,0,180,30
2,40,0,0
0,0,0,0
1,0,120,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,180,0
0,0,0,0
2,105,60,0
2,185,0,0
1,0,0,0
2,0,40,0
2,300,30,0
0,0,390,0
0,0,0,60
0,0,0,30
2,100,120,0
2,0,0,0
0,0,150,0
0,0,0,0
1,70,60,0
0,0,0,0
0,0,0,0
0,0,10,30
0,0,0,60
2,0,0,0
0,0,270,0
2,0,0,0
2,0,0,0
0,0,0,0
3,0,0,0
0,0,255,0
0,0,0,0
1,80,90,0
0,0,0,0
1,0,0,0
0,0,35,0
0,0,0,0
1,0,0,0
0,0,5,30
0,0,185,0
0,0,0,0
1,26,0,0
2,2,0,0
0,0,10,50
3,0,0,0
0,0,0,0
5,0,0,10
0,0,0,0
1,0,0,0
1,0,0,5
0,0,0,0
0,0,0,0
0,0,117,0
0,0,0,0
0,0,0,0
0,0,75,0
2,120,0,0
0,0,0,0
0,0,45,0
2,5,165,0
2,0,0,0
0,0,0,0
0,0,0,10
1,0,0,0
0,0,120,0
0,0,0,60
0,0,0,0
2,0,0,0
0,0,30,0
2,90,60,0
0,0,0,40
0,0,60,0
0,0,0,0
3,120,90,0
1,10,0,0
0,0,10,0
2,0,266,0
0,0,308,0
0,0,0,15
3,190,15,25
2,32,165,60
0,0,240,0
3,32,0,0
0,0,0,0
0,0,0,0
0,0,3,30
0,0,0,0
2,0,0,0
0,0,0,0
2,136,175,0
2,230,110,0
0,0,0,0
0,0,0,10
3,145,15,0
1,0,0,0
0,0,0,0
0,0,45,0
1,127,352,40
3,72,0,0
2,30,10,0
0,0,0,0
1,0,0,0
0,0,120,0
0,0,15,0
0,0,0,0
3,64,60,30
0,0,130,0
1,70,0,0
1,110,105,0
1,15,0,0
0,0,30,60
0,0,60,0
2,10,300,0
4,0,0,0
3,210,120,0
0,0,0,0
1,33,35,0
3,2,0,0
2,145,140,60
0,0,0,0
0,0,60,0
0,0,0,0
0,0,0,0
0,0,15,60
0,0,0,0
0,0,15,0
0,0,255,0
0,0,20,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,45,20
1,93,0,0
0,0,0,0
0,0,0,60
0,0,0,0
1,125,0,0
0,0,60,0
0,0,0,0
0,0,0,0
0,0,15,0
1,40,30,0
0,0,180,30
0,0,90,0
0,0,0,40
1,3,0,0
0,0,0,0
0,0,0,30
2,430,0,0
0,0,0,0
0,0,0,0
0,0,135,0
1,20,15,0
0,0,0,0
0,0,0,0
2,32,0,90
0,0,482,30
0,0,0,0
2,395,0,0
0,0,20,60
0,0,10,30
0,0,0,0
1,200,200,0
0,0,90,0
0,0,45,35
0,0,0,75
0,0,0,0
2,36,0,0
2,90,90,60
2,93,0,0
1,330,0,0
2,0,170,0
0,0,180,0
0,0,0,0
1,0,3,0
1,0,0,0
2,79,152,0
0,0,0,0
1,120,0,0
0,0,0,0
2,198,5,0
3,0,105,0
2,795,0,0
3,60,75,0
0,0,15,45
0,0,35,60
0,0,0,0
3,20,120,0
2,70,0,0
0,0,0,0
0,0,5,0
4,65,0,0
2,15,30,0
1,0,0,0
0,0,75,45
0,0,0,0
2,160,0,0
1,0,0,30
1,0,0,0
2,30,0,0
0,0,120,0
1,18,0,0
1,60,0,0
1,0,0,0
2,0,0,0
1,0,240,0
4,133,340,10
0,0,10,0
0,0,120,0
0,0,0,0
0,0,150,0
0,0,0,0
0,0,0,0
2,5,0,0
0,0,0,0
0,0,0,0
0,0,40,0
0,0,0,20
1,40,0,0
0,0,0,0
0,0,110,30
0,0,0,30
0,0,30,0
0,0,240,0
0,0,30,0
3,190,150,0
1,38,0,0
2,5,0,0
0,0,80,0
0,0,0,60
0,0,5,30
1,0,0,0
0,0,120,0
2,0,0,0
0,0,0,45
0,0,0,40
2,113,85,0
1,46,281,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,240,0
1,11,0,0
0,0,55,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,15,0
1,0,0,0
0,0,60,0
0,0,240,0
0,0,0,0
0,0,0,0
1,13,10,0
2,70,15,0
1,0,0,0
0,0,0,0
1,0,0,0
5,120,240,0
0,0,0,0
3,0,170,0
0,0,30,60
0,0,320,0
0,0,0,0
2,90,0,0
0,0,90,0
0,0,0,0
0,0,90,45
1,90,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,120,0,135
4,120,0,0
1,0,0,0
0,0,0,0
0,0,105,0
0,0,0,0
1,0,45,0
1,0,180,0
4,34,0,0
0,0,25,90
1,150,0,0
4,0,120,0
1,17,5,0
0,0,130,90
0,0,0,0
0,0,0,0
0,0,0,0
2,0,250,60
0,0,0,0
2,150,120,0
3,45,95,45
0,0,2,0
0,0,0,60
0,0,0,0
2,135,0,0
0,0,0,0
0,0,0,0
0,0,30,0
1,0,0,0
0,0,85,45
0,0,0,0
3,0,0,0
0,0,20,0
0,0,0,0
2,217,27,0
0,0,210,0
0,0,5,30
3,47,70,0
0,0,0,0
2,0,0,0
0,0,75,0
0,0,150,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,95,0
3,0,0,0
1,15,0,0
0,0,0,0
0,0,15,0
2,50,70,0
0,0,5,30
0,0,0,0
0,0,0,0
2,15,295,0
4,0,0,0
3,75,15,0
0,0,105,0
2,5,430,90
4,0,300,0
2,46,0,0
0,0,0,0
0,0,380,45
0,0,0,30
0,0,25,45
0,0,90,0
0,0,0,0
0,0,0,0
1,85,5,30
0,0,0,0
0,0,330,0
1,0,15,0
2,150,0,105
1,200,0,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,60,0
0,0,0,0
0,0,0,0
0,0,0,0
7,0,0,0
0,0,0,0
1,20,60,0
0,0,30,0
0,0,180,0
0,0,0,0
0,0,0,0
3,15,0,0
0,0,90,0
0,0,90,0
0,0,0,0
0,0,0,0
1,0,10,0
0,0,15,45
0,0,165,0
2,270,0,0
0,0,30,0
2,223,15,0
0,0,90,0
2,71,0,0
1,50,0,0
2,0,0,0
3,120,180,0
0,0,65,60
0,0,225,0
1,0,122,0
0,0,0,0
0,0,285,0
1,30,0,0
1,90,240,0
0,0,0,30
2,0,0,0
1,0,59,0
0,0,40,45
0,0,5,0
0,0,0,0
0,0,90,0
0,0,0,0
0,0,0,20
2,110,0,60
1,45,195,30
0,0,0,0
3,120,0,0
0,0,0,0
2,0,0,0
1,2,480,0
0,0,60,0
0,0,120,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,30,120,0
0,0,60,90
0,0,120,0
1,0,390,0
0,0,0,0
0,0,0,0
0,0,240,0
0,0,0,0
1,0,0,0
2,0,0,0
2,105,0,0
0,0,95,30
0,0,270,0
3,60,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,120,60
0,0,0,0
0,0,20,0
2,197,120,0
0,0,0,0
1,0,120,0
0,0,0,0
1,0,10,0
2,210,60,0
0,0,60,0
2,0,70,0
3,60,10,0
3,0,0,0
2,35,80,90
0,0,0,0
1,140,0,0
0,0,0,0
0,0,90,0
0,0,0,0
1,95,0,0
3,5,0,0
0,0,120,10
0,0,180,0
2,95,60,0
3,70,0,0
1,11,0,0
2,0,300,0
1,0,0,0
0,0,60,0
0,0,0,0
2,80,0,0
2,180,110,0
2,0,0,0
0,0,15,0
0,0,71,75
1,0,0,0
0,0,360,0
1,0,115,30
0,0,0,0
1,0,0,0
3,180,0,0
3,0,0,0
3,0,0,0
0,0,0,0
1,25,48,0
0,0,0,0
0,0,0,0
1,0,10,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,125,0
2,115,10,0
0,0,345,60
0,0,10,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,60,0
1,375,60,0
5,0,0,0
0,0,35,60
0,0,40,0
2,0,0,0
0,0,45,0
2,5,110,120
2,124,60,0
1,170,0,0
0,0,0,0
2,204,0,0
0,0,240,0
0,0,150,0
0,0,10,0
3,10,0,0
0,0,100,70
0,0,0,0
1,0,0,0
0,0,270,20
2,30,60,0
0,0,0,0
3,0,197,0
0,0,0,0
1,0,0,0
0,0,30,90
1,0,210,30
1,0,0,0
3,165,70,0
0,0,45,40
0,0,0,0
0,0,0,0
1,70,50,0
0,0,0,0
0,0,0,0
1,128,0,0
1,5,0,0
0,0,0,0
0,0,125,0
3,25,0,0
2,10,45,0
0,0,0,75
0,0,0,0
0,0,60,0
0,0,0,0
0,0,210,60
0,0,0,0
0,0,0,0
2,0,0,0
1,0,240,0
0,0,120,90
0,0,0,0
2,65,0,0
1,0,0,0
2,5,0,0
2,0,0,0
0,0,0,0
2,160,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
2,30,45,60
0,0,0,0
0,0,0,60
0,0,0,0
0,0,0,0
2,0,0,0
1,0,0,0
0,0,70,0
2,0,0,0
0,0,45,0
1,0,0,0
0,0,185,120
2,0,120,0
0,0,0,0
0,0,0,0
2,80,60,75
0,0,655,0
0,0,180,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,10
0,0,0,0
0,0,0,0
3,60,0,0
0,0,38,0
0,0,0,13
0,0,10,0
0,0,85,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,60
0,0,30,90
0,0,0,0
0,0,0,0
2,207,0,0
0,0,0,0
1,70,0,0
1,5,120,0
3,0,0,0
1,135,128,0
0,0,180,0
2,8,199,0
1,207,20,55
1,0,0,0
0,0,0,60
2,30,90,0
0,0,120,0
0,0,0,0
0,0,0,0
0,0,0,0
2,35,0,0
2,30,0,0
2,90,0,0
1,0,20,0
1,55,0,0
0,0,60,0
2,95,120,60
0,0,3,0
0,0,0,0
0,0,0,0
0,0,105,0
0,0,40,0
0,0,570,0
2,100,0,0
0,0,30,0
1,90,120,20
0,0,0,0
2,30,0,0
1,0,150,60
3,60,90,0
2,100,55,60
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,60,0
1,0,150,0
2,60,0,0
2,0,0,0
0,0,0,0
0,0,180,5
2,0,0,0
1,30,0,0
0,0,0,25
4,30,0,0
0,0,0,0
2,58,30,0
0,0,0,0
0,0,0,0
3,0,20,0
0,0,0,0
1,361,10,0
0,0,0,0
0,0,0,0
1,213,20,0
0,0,80,0
1,95,120,0
2,0,260,60
0,0,0,0
0,0,0,0
0,0,0,0
3,141,45,45
0,0,0,0
0,0,290,0
3,10,60,0
0,0,0,0
3,139,245,0
0,0,0,0
0,0,0,0
3,280,30,0
2,0,0,0
0,0,15,0
0,0,2,0
0,0,0,30
0,0,120,0
2,2,0,0
2,10,0,0
2,0,15,45
3,150,60,0
3,0,0,0
0,0,12,30
2,0,0,0
1,0,100,0
1,0,0,0
0,0,120,0
0,0,0,0
1,410,90,0
2,0,15,0
0,0,0,0
0,0,0,0
2,320,60,0
0,0,180,0
0,0,50,0
0,0,5,0
0,0,0,0
0,0,0,0
0,0,0,0
2,140,0,0
0,0,105,0
0,0,0,0
0,0,0,0
0,0,0,0
2,90,0,0
0,0,90,0
0,0,60,0
2,0,0,0
0,0,240,0
2,120,180,130
0,0,0,0
0,0,15,60
0,0,120,0
2,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,210,0
0,0,0,0
1,15,140,0
5,350,55,105
2,245,0,0
0,0,0,0
2,45,100,0
0,0,10,0
0,0,0,0
3,90,0,0
1,0,0,0
2,5,120,0
0,0,0,0
0,0,75,0
0,0,40,0
1,0,0,0
3,140,10,0
0,0,0,0
0,0,0,0
0,0,2,15
2,50,0,0
0,0,0,0
0,0,0,0
2,70,0,0
1,405,0,0
0,0,0,20
0,0,30,0
2,287,200,0
1,117,160,0
2,97,90,0
2,60,0,0
0,0,30,0
2,0,0,0
1,205,0,20
1,0,480,0
1,22,35,75
0,0,60,0
1,0,0,0
0,0,180,0
0,0,25,0
2,0,0,0
1,0,0,0
2,0,0,0
0,0,0,0
1,30,30,0
0,0,0,0
1,90,45,0
2,65,40,20
0,0,0,0
0,0,0,0
0,0,120,0
0,0,40,0
1,45,0,0
2,0,0,0
3,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,5,0
0,0,0,0
0,0,60,45
0,0,0,60
1,0,0,0
0,0,0,0
0,0,0,0
0,0,120,0
0,0,120,0
1,2,14,30
1,0,0,0
0,0,0,20
0,0,60,30
2,400,90,0
0,0,0,0
0,0,32,0
1,217,180,0
0,0,30,0
0,0,0,0
0,0,90,0
0,0,0,0
1,0,30,120
1,0,0,0
2,75,0,0
0,0,150,0
0,0,0,0
0,0,0,0
2,205,0,0
3,0,0,0
0,0,90,0
2,0,0,0
0,0,0,0
0,0,45,75
0,0,0,0
0,0,0,0
0,0,180,0
0,0,15,60
0,0,60,0
0,0,60,0
2,0,140,0
2,30,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,75,0
0,0,15,0
0,0,300,0
2,75,60,0
0,0,180,0
2,0,65,60
0,0,72,0
0,0,0,0
2,147,42,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,90,0
1,0,30,0
2,295,45,0
1,15,0,0
0,0,120,0
0,0,10,45
1,0,0,0
1,60,0,0
0,0,0,0
0,0,0,0
2,30,0,45
0,0,0,0
0,0,195,30
0,0,15,0
0,0,0,75
0,0,188,0
1,495,60,0
1,0,210,0
2,0,0,0
0,0,30,0
2,235,0,0
0,0,45,60
0,0,0,0
2,40,60,0
1,20,0,0
0,0,240,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
3,0,110,25
0,0,0,0
0,0,0,0
2,30,60,0
0,0,0,0
0,0,0,0
0,0,0,0
2,35,120,0
2,10,0,120
0,0,0,0
0,0,60,0
2,60,60,0
0,0,0,0
0,0,180,0
3,0,180,0
2,100,30,0
1,0,0,0
1,0,0,0
0,0,0,0
2,0,0,0
6,201,210,40
0,0,0,0
0,0,95,0
2,0,0,0
0,0,0,0
0,0,0,150
0,0,0,0
0,0,10,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,5,0
0,0,0,60
0,0,0,0
0,0,0,0
0,0,180,0
2,0,0,0
0,0,20,0
0,0,60,90
3,30,0,0
0,0,0,0
0,0,0,30
0,0,30,0
2,157,0,5
0,0,0,0
0,0,190,0
0,0,120,0
3,20,160,0
0,0,0,0
1,135,210,0
2,0,0,0
2,40,45,20
0,0,0,0
4,480,75,60
0,0,0,0
0,0,3,120
0,0,0,0
2,101,270,0
0,0,0,0
0,0,120,0
2,0,0,0
1,12,0,0
2,70,10,0
0,0,0,0
0,0,127,0
0,0,0,0
1,120,30,0
0,0,0,0
0,0,60,0
0,0,0,45
0,0,0,0
0,0,0,5
0,0,65,60
1,550,0,0
1,140,0,0
3,60,0,0
3,0,0,0
2,0,10,0
0,0,195,0
0,0,0,0
0,0,0,0
0,0,75,0
0,0,0,0
0,0,0,0
1,90,0,0
0,0,120,0
3,60,10,0
0,0,90,0
0,0,157,0
0,0,0,0
1,90,0,0
2,0,0,120
0,0,0,0
0,0,0,0
2,0,0,0
2,80,0,0
2,0,0,0
1,0,0,0
0,0,135,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,18,0
4,0,0,0
0,0,180,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
2,105,0,0
0,0,120,0
1,300,0,0
1,195,120,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,265,0
0,0,15,75
4,270,0,0
1,90,0,0
0,0,0,0
2,30,20,10
2,221,0,0
1,111,0,0
3,75,180,0
0,0,0,0
2,433,0,0
3,210,90,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
3,0,0,0
0,0,30,0
2,168,0,0
2,45,30,45
0,0,0,0
0,0,165,60
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,385,0
1,0,0,0
0,0,0,0
2,0,0,0
0,0,630,0
2,600,60,0
0,0,0,15
0,0,8,0
0,0,0,60
0,0,30,0
2,60,120,0
0,0,87,20
0,0,0,60
0,0,0,0
