TRCHILDNUM,Caring for HH children,Housework,Grocery shopping
1,252,15,0
0,0,0,0
2,15,110,60
4,219,51,0
2,0,10,0
0,0,0,0
3,0,0,0
3,60,180,0
0,0,5,0
3,60,0,0
0,0,140,60
4,0,100,20
0,0,0,0
1,10,0,0
0,0,0,0
3,60,240,0
0,0,0,0
3,0,900,0
0,0,30,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,90,6,45
2,200,0,0
0,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,210,30
0,0,0,0
0,0,30,0
0,0,225,0
0,0,60,0
0,0,0,45
4,0,30,0
2,40,155,75
2,205,30,0
0,0,60,0
0,0,10,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,60,0
0,0,0,0
0,0,90,35
2,110,54,25
0,0,20,0
2,30,0,0
1,0,240,60
1,0,60,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,60,0
0,0,0,0
3,180,0,0
1,50,90,0
1,32,0,0
0,0,240,0
2,0,0,0
2,30,0,0
0,0,120,0
0,0,630,0
3,152,45,0
0,0,60,0
0,0,0,0
0,0,0,0
2,0,120,0
1,15,70,0
0,0,0,0
0,0,0,0
2,135,0,0
0,0,315,0
0,0,180,30
2,0,300,0
3,0,10,30
2,210,0,0
1,0,0,0
0,0,500,0
3,0,0,0
1,0,160,0
1,0,0,0
2,82,40,0
1,20,100,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,60,0
5,0,0,0
1,20,0,0
0,0,0,0
0,0,15,0
0,0,185,0
0,0,0,0
6,195,0,0
3,30,45,0
0,0,0,0
1,0,60,0
1,0,0,0
1,0,300,0
2,0,0,50
0,0,120,0
0,0,480,0
0,0,50,120
0,0,0,15
0,0,120,0
1,0,0,0
0,0,0,0
0,0,0,0
1,192,130,0
0,0,280,0
3,169,155,0
0,0,0,0
3,307,65,0
0,0,0,0
3,84,0,0
0,0,0,0
0,0,10,0
0,0,0,0
0,0,120,60
0,0,0,3
0,0,250,30
0,0,180,0
2,120,0,0
2,3,25,60
0,0,0,90
2,0,0,0
0,0,260,0
0,0,0,0
0,0,0,0
2,85,15,60
0,0,0,0
0,0,120,45
0,0,120,30
2,385,0,60
1,150,120,75
1,0,0,0
3,120,0,0
1,0,180,0
3,100,60,0
0,0,0,0
1,30,60,0
3,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,275,65,72
0,0,0,0
1,0,0,0
0,0,0,0
2,43,10,0
3,175,45,0
0,0,0,0
0,0,225,0
2,0,0,0
0,0,35,30
2,85,225,0
2,0,0,0
0,0,0,0
0,0,60,0
0,0,0,0
1,30,0,60
0,0,0,0
0,0,0,10
0,0,50,0
0,0,15,30
2,60,150,60
1,30,0,0
2,10,0,0
1,130,170,90
3,120,5,0
0,0,0,0
0,0,45,0
3,120,0,0
0,0,10,45
3,195,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,285,0
1,90,0,0
1,130,15,0
2,110,0,0
0,0,0,0
0,0,0,0
2,14,120,0
0,0,0,0
0,0,0,0
3,1,0,0
1,0,0,0
0,0,5,45
2,0,0,0
0,0,160,100
0,0,32,0
2,148,0,30
0,0,0,0
1,0,0,0
2,0,0,10
0,0,0,0
0,0,0,0
2,335,60,30
2,20,0,0
2,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
0,0,120,0
0,0,90,0
0,0,0,0
2,135,15,135
1,0,0,0
4,0,20,0
0,0,0,0
0,0,170,0
0,0,0,0
0,0,120,0
0,0,0,0
1,150,15,0
0,0,60,0
0,0,0,0
0,0,120,0
2,35,35,0
0,0,71,45
2,0,0,0
0,0,0,0
2,5,0,0
0,0,0,0
3,125,15,0
0,0,0,0
0,0,0,20
2,0,0,0
1,15,0,5
0,0,0,0
1,273,0,0
0,0,0,0
0,0,30,135
0,0,0,0
2,0,90,0
3,0,0,0
1,35,240,0
3,30,300,0
2,10,15,0
0,0,0,0
2,195,90,0
1,0,0,0
0,0,60,0
0,0,0,0
3,60,0,35
3,85,120,70
0,0,0,0
0,0,65,0
1,0,0,0
0,0,5,0
1,0,0,30
3,221,160,30
0,0,0,0
1,0,0,0
4,0,0,0
3,0,0,0
0,0,300,0
0,0,0,45
0,0,0,0
1,0,105,0
0,0,180,0
2,0,0,20
2,0,150,0
0,0,0,0
1,0,0,0
2,192,0,0
2,290,410,0
0,0,0,0
0,0,0,0
1,0,165,0
3,230,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
2,155,115,40
0,0,0,0
0,0,0,0
0,0,30,0
0,0,0,0
0,0,60,0
2,30,30,30
3,0,0,0
3,305,0,0
0,0,0,10
2,80,0,0
1,0,0,0
1,0,0,0
2,60,40,0
2,192,5,0
0,0,0,0
0,0,0,45
1,0,0,0
4,0,150,30
1,25,0,0
0,0,55,0
4,125,30,30
2,120,140,45
0,0,0,0
0,0,10,0
1,0,0,0
0,0,0,0
2,0,0,0
2,24,130,0
0,0,265,0
0,0,30,0
1,0,256,0
1,60,0,0
0,0,0,0
0,0,175,0
1,17,140,0
0,0,0,0
0,0,0,0
1,60,0,0
0,0,0,0
0,0,0,0
0,0,0,20
3,0,260,0
0,0,0,0
2,7,15,0
1,43,180,0
3,25,195,30
2,185,17,0
0,0,15,0
1,0,7,30
3,35,0,0
0,0,420,0
3,0,0,0
0,0,0,0
0,0,0,0
0,0,90,20
2,25,0,30
2,0,0,0
0,0,0,20
0,0,35,0
0,0,60,0
0,0,125,30
3,110,145,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
2,0,18,0
0,0,107,90
1,0,0,0
2,0,0,0
4,155,0,0
2,20,30,0
0,0,0,0
0,0,0,0
3,60,0,0
1,0,120,60
1,2,0,30
0,0,0,0
1,5,20,60
0,0,30,30
0,0,0,15
0,0,0,0
0,0,120,0
0,0,0,0
0,0,0,0
0,0,160,0
0,0,0,0
0,0,15,30
3,0,0,45
0,0,0,0
0,0,30,0
0,0,0,0
0,0,120,30
0,0,0,0
0,0,90,0
2,100,120,0
1,0,0,0
2,142,110,10
0,0,0,0
0,0,0,0
1,0,0,0
0,0,90,0
3,175,55,0
0,0,60,0
0,0,0,0
0,0,15,0
1,35,0,0
0,0,0,0
0,0,0,0
0,0,0,15
0,0,0,0
0,0,55,0
0,0,0,25
1,25,105,15
0,0,0,0
1,0,0,0
2,0,0,0
0,0,0,0
0,0,45,0
0,0,175,60
2,15,0,0
0,0,0,0
0,0,0,0
0,0,30,90
1,30,0,0
0,0,0,0
0,0,120,0
3,30,0,0
0,0,0,0
1,11,129,60
2,0,270,0
3,0,0,0
0,0,0,0
0,0,5,0
0,0,60,0
4,65,30,0
0,0,90,0
1,0,0,0
0,0,15,0
1,300,0,0
1,80,5,10
1,55,15,90
0,0,50,30
4,46,0,0
2,0,130,0
0,0,30,0
0,0,45,60
0,0,162,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,215,0
0,0,0,0
2,0,0,0
2,0,0,0
0,0,60,0
0,0,0,0
0,0,0,0
2,132,280,120
0,0,0,0
2,0,0,0
0,0,165,105
0,0,0,0
1,162,0,30
1,0,0,0
0,0,0,0
1,94,25,0
0,0,0,0
1,0,0,0
0,0,15,0
1,0,0,0
2,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,15,30
1,480,120,0
3,0,20,0
0,0,120,0
2,30,0,0
3,0,0,0
2,277,0,0
0,0,0,0
0,0,0,0
4,20,0,0
0,0,0,0
3,0,0,0
1,0,0,0
0,0,0,0
0,0,75,0
0,0,0,5
0,0,0,40
0,0,0,0
2,0,45,15
0,0,30,0
2,20,150,0
6,93,0,0
3,0,0,0
0,0,0,60
0,0,82,0
0,0,60,0
1,220,80,0
1,131,0,0
1,115,40,0
0,0,0,0
0,0,0,0
3,0,0,0
3,114,171,0
0,0,0,0
2,0,105,0
3,0,0,0
3,120,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,327,0,0
2,240,0,30
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,50,0
3,192,0,0
1,0,405,0
0,0,45,0
2,0,0,0
1,30,115,0
0,0,300,0
0,0,45,0
2,300,170,0
1,45,0,0
3,0,0,0
4,0,5,90
4,80,0,0
1,0,75,0
0,0,0,0
0,0,0,0
0,0,5,0
2,41,95,55
0,0,60,45
1,45,56,0
1,0,0,0
2,0,60,0
0,0,15,0
2,197,0,0
0,0,20,45
0,0,0,30
2,0,0,0
0,0,0,180
0,0,190,30
2,0,0,0
0,0,60,0
0,0,0,0
2,95,60,0
0,0,5,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
1,22,0,0
1,51,0,0
0,0,20,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,45,0
0,0,0,0
0,0,10,15
1,140,60,0
0,0,15,0
2,2,0,0
0,0,0,10
2,0,0,15
3,0,120,0
1,0,0,60
0,0,10,30
0,0,0,0
2,0,0,0
1,60,120,0
0,0,0,0
1,20,65,35
0,0,127,30
3,105,120,60
3,5,10,60
2,155,0,0
2,130,10,30
0,0,0,15
1,0,75,0
0,0,0,0
2,150,0,0
2,0,360,0
0,0,90,0
0,0,0,0
1,0,0,0
0,0,15,30
0,0,0,0
2,0,0,0
3,185,190,0
0,0,0,0
0,0,180,60
0,0,0,30
1,0,100,0
0,0,50,0
2,0,154,0
1,0,0,60
2,110,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,45,15
1,10,0,0
2,195,0,0
0,0,0,0
0,0,0,45
0,0,0,0
0,0,40,0
1,240,0,0
0,0,0,0
3,0,0,60
2,0,270,0
0,0,0,0
0,0,0,0
0,0,0,0
1,35,390,0
0,0,10,0
4,185,120,0
0,0,0,0
2,0,0,0
0,0,0,0
0,0,105,0
1,302,0,0
0,0,0,0
0,0,0,0
1,30,60,0
1,20,25,0
2,0,0,0
0,0,0,20
0,0,0,0
3,0,0,0
2,0,0,0
2,0,0,0
0,0,90,0
2,0,0,0
2,90,15,0
0,0,0,0
1,0,0,0
2,225,90,0
1,11,5,45
2,0,0,0
2,0,40,60
0,0,60,0
3,30,60,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
0,0,165,0
0,0,0,0
0,0,30,0
0,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
2,0,0,0
0,0,120,0
0,0,90,90
0,0,45,0
0,0,0,30
0,0,60,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,465,0
2,142,20,0
2,33,198,0
0,0,265,0
0,0,0,0
0,0,0,0
0,0,0,0
2,105,40,0
0,0,0,0
0,0,0,0
0,0,60,0
2,0,0,0
0,0,150,0
0,0,0,80
1,18,60,0
1,0,240,0
4,25,0,0
1,140,0,0
1,70,0,0
1,20,0,0
0,0,0,0
1,0,500,0
0,0,30,78
2,210,150,0
0,0,90,0
2,0,0,0
0,0,0,0
0,0,155,0
3,380,0,0
1,0,0,20
2,129,150,0
2,0,75,75
2,40,60,0
1,0,0,0
0,0,0,0
2,240,0,0
1,80,0,0
1,0,0,0
1,0,60,0
0,0,0,0
0,0,0,0
0,0,0,0
3,186,120,30
2,0,0,0
2,125,0,0
0,0,60,0
0,0,150,0
1,0,0,0
3,150,0,0
3,72,60,0
1,300,120,195
1,0,30,45
0,0,380,0
5,15,60,0
2,145,105,60
0,0,60,0
0,0,120,0
0,0,20,20
1,20,30,0
2,40,110,0
0,0,0,0
0,0,10,0
3,40,0,0
0,0,0,0
2,0,0,0
0,0,60,15
2,0,0,0
0,0,45,0
0,0,0,0
0,0,5,0
0,0,115,0
1,23,60,20
0,0,0,0
0,0,0,0
2,0,90,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,10
0,0,0,0
1,10,30,0
0,0,0,0
0,0,90,0
0,0,10,20
0,0,15,0
0,0,240,0
0,0,10,30
1,0,0,15
0,0,0,0
1,70,0,0
0,0,0,0
0,0,0,0
2,42,0,0
1,0,0,0
1,0,0,20
0,0,0,0
1,0,95,0
0,0,0,0
4,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,300,0
1,0,120,0
0,0,15,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,135,0
1,95,60,0
1,0,0,0
1,0,0,0
0,0,30,0
0,0,10,60
0,0,0,0
0,0,0,0
0,0,113,0
0,0,0,0
0,0,5,0
0,0,20,0
0,0,120,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,10,0
3,30,0,0
0,0,10,0
0,0,0,0
1,120,225,10
1,110,45,0
2,40,15,0
0,0,0,0
0,0,30,0
2,6,0,0
0,0,105,0
0,0,0,0
2,55,470,0
0,0,0,0
2,0,0,0
2,0,0,0
2,330,0,0
1,75,90,0
0,0,0,0
0,0,60,0
0,0,0,0
0,0,0,0
2,0,0,0
3,0,0,0
2,60,0,0
0,0,0,0
1,10,0,10
4,146,127,0
0,0,88,0
0,0,0,0
0,0,0,0
2,15,420,0
0,0,2,0
0,0,60,0
0,0,10,0
1,0,0,0
1,0,0,0
1,2,90,0
0,0,0,0
1,100,120,0
3,190,25,0
0,0,0,0
2,0,0,10
0,0,250,0
2,0,0,3
1,360,0,0
1,25,0,0
0,0,40,0
0,0,270,0
0,0,0,0
3,345,60,0
1,0,0,0
1,175,120,0
0,0,0,0
3,110,0,0
3,10,90,0
0,0,0,0
0,0,0,0
0,0,60,0
1,0,0,0
1,215,0,0
0,0,0,0
3,365,0,0
0,0,120,0
1,0,80,0
0,0,0,0
1,100,30,45
0,0,0,0
0,0,0,0
1,0,30,20
0,0,60,0
0,0,0,0
3,17,0,0
0,0,16,0
0,0,60,0
2,60,385,60
3,230,0,90
2,0,0,0
0,0,30,0
1,0,150,0
2,0,100,240
0,0,60,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,30,105
0,0,0,0
1,0,0,0
1,160,45,0
0,0,150,0
2,165,20,90
0,0,285,0
1,0,0,10
0,0,0,0
0,0,0,0
1,840,0,0
3,5,120,0
1,0,60,0
2,60,0,0
1,90,120,0
0,0,15,0
0,0,0,0
1,216,5,0
1,102,15,0
2,190,38,0
0,0,0,0
4,0,0,0
1,0,0,0
2,15,250,45
0,0,15,65
1,70,200,60
0,0,60,0
0,0,0,0
0,0,0,0
0,0,60,0
2,0,0,120
0,0,0,0
2,0,0,0
4,15,60,0
0,0,0,0
2,10,0,0
0,0,0,0
0,0,38,0
2,10,30,0
3,225,120,0
1,0,0,0
0,0,0,0
2,210,20,0
3,0,0,0
1,0,30,60
0,0,180,0
2,0,0,0
2,0,72,90
0,0,0,0
0,0,0,0
1,105,0,180
5,100,11,0
1,28,14,40
1,189,0,0
2,0,0,0
2,0,0,0
0,0,0,0
1,0,0,0
0,0,75,0
1,2,0,0
2,60,0,0
0,0,12,60
0,0,210,120
2,430,245,0
1,0,0,90
0,0,0,0
0,0,240,0
0,0,0,0
2,260,0,0
0,0,0,0
0,0,25,0
0,0,0,10
0,0,120,0
1,0,0,0
0,0,0,0
0,0,10,0
2,91,0,0
1,0,0,0
0,0,315,120
0,0,60,45
2,100,45,60
0,0,120,0
0,0,128,10
1,125,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
2,10,120,0
2,30,0,0
2,2,0,0
0,0,30,90
0,0,50,0
4,400,60,0
3,140,10,0
3,0,0,0
0,0,0,0
0,0,30,60
0,0,0,0
0,0,120,0
0,0,0,0
2,10,0,20
0,0,0,0
2,20,400,0
0,0,405,0
1,0,120,0
0,0,0,0
1,106,250,0
0,0,0,0
3,120,0,0
0,0,36,0
0,0,225,0
3,114,90,15
0,0,0,0
2,22,120,2
2,53,0,0
0,0,120,0
0,0,0,0
0,0,0,0
2,75,0,0
0,0,0,0
0,0,50,30
3,0,0,0
0,0,0,0
0,0,45,0
1,60,20,30
1,0,15,60
1,0,0,0
0,0,30,0
0,0,5,0
0,0,0,0
1,0,0,20
0,0,45,0
0,0,0,0
1,0,0,0
1,60,30,0
3,0,0,0
0,0,0,0
1,18,0,0
0,0,0,45
0,0,0,0
1,105,15,90
0,0,0,0
0,0,35,0
1,2,0,0
2,90,60,0
2,20,330,0
3,70,120,0
0,0,120,0
1,0,0,0
0,0,240,0
0,0,180,58
0,0,0,0
2,0,0,0
0,0,200,0
0,0,0,0
2,140,305,0
2,0,0,0
0,0,145,45
2,120,30,0
2,30,45,0
1,200,0,0
2,10,210,0
1,31,0,0
3,105,180,0
0,0,60,0
1,5,250,15
1,110,0,0
0,0,90,0
3,15,0,0
0,0,0,0
2,15,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,30,30,0
0,0,0,0
0,0,60,0
0,0,0,0
0,0,0,0
0,0,30,0
0,0,6,0
0,0,180,0
1,75,255,60
0,0,120,0
2,220,0,0
1,0,110,60
3,0,25,60
0,0,27,0
0,0,0,0
0,0,10,30
1,0,0,0
1,12,0,0
2,0,0,0
1,16,0,20
0,0,15,10
0,0,0,0
2,35,120,0
0,0,0,30
5,0,20,45
2,225,260,0
2,91,140,0
0,0,0,0
0,0,0,0
4,168,165,30
0,0,40,60
0,0,10,30
3,180,30,0
0,0,0,0
0,0,0,0
0,0,60,0
0,0,0,0
1,0,0,0
1,40,60,0
2,83,182,35
0,0,0,0
1,5,10,0
0,0,45,0
2,120,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,120,0
0,0,0,0
2,75,100,0
0,0,60,0
1,271,65,0
1,3,0,0
2,25,0,0
1,0,0,0
1,0,285,0
1,20,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
3,192,0,25
1,5,0,0
0,0,60,0
2,465,0,0
1,200,80,0
0,0,0,15
0,0,60,0
0,0,330,60
0,0,0,0
0,0,225,0
2,30,0,0
0,0,300,0
2,353,60,0
1,0,0,0
0,0,40,0
1,0,750,0
3,0,0,0
0,0,0,0
0,0,0,0
0,0,5,0
0,0,20,0
0,0,180,0
0,0,0,0
0,0,5,0
0,0,0,0
0,0,120,0
0,0,3,0
0,0,225,0
0,0,45,0
0,0,220,0
6,128,0,15
1,3,0,0
0,0,0,0
0,0,0,0
1,0,30,0
1,50,0,0
1,0,0,0
2,15,0,0
0,0,5,0
1,127,10,58
2,105,120,10
3,0,0,0
0,0,65,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
2,100,50,0
1,0,120,30
5,86,30,0
3,160,110,0
0,0,60,0
0,0,0,30
2,40,160,152
0,0,0,0
2,0,0,0
0,0,120,0
1,0,0,0
0,0,0,0
1,0,208,0
1,0,30,0
0,0,0,0
0,0,0,0
2,0,60,0
0,0,45,0
0,0,0,0
0,0,135,0
0,0,0,0
0,0,0,0
0,0,0,0
2,20,0,0
0,0,0,0
3,0,0,0
0,0,0,0
1,15,30,0
0,0,60,0
2,125,30,0
0,0,0,0
0,0,0,0
1,95,0,0
0,0,0,0
1,90,0,0
0,0,0,0
1,5,0,0
2,200,0,15
2,0,10,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,180,0
2,21,0,0
0,0,0,0
1,0,120,0
2,135,0,0
0,0,120,0
0,0,165,0
1,137,0,0
1,10,0,0
2,0,0,0
0,0,61,0
0,0,0,0
0,0,45,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,55,0
3,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,120,0
2,158,0,0
0,0,40,120
2,0,0,0
1,0,0,0
0,0,100,0
1,0,150,0
2,15,0,0
2,0,0,0
0,0,115,0
2,60,443,15
0,0,105,30
1,0,0,0
0,0,0,0
2,0,155,45
1,60,0,0
0,0,0,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,60
0,0,0,0
1,0,0,0
3,0,0,0
5,25,10,15
0,0,0,0
7,0,0,0
0,0,0,0
0,0,0,0
0,0,60,15
1,47,0,0
2,375,20,0
2,55,0,0
2,154,60,0
3,90,0,90
0,0,0,0
0,0,10,0
2,0,15,60
1,0,0,0
0,0,25,0
0,0,0,0
3,0,0,0
0,0,0,0
1,0,0,0
2,115,0,0
2,365,90,0
0,0,0,0
1,0,0,0
1,20,245,0
0,0,30,15
0,0,0,0
3,0,0,30
0,0,0,0
0,0,0,25
2,75,0,0
2,45,0,0
0,0,0,0
2,0,0,20
2,0,90,0
1,0,60,0
0,0,15,0
0,0,195,0
2,20,40,0
1,0,0,0
3,173,89,0
3,185,0,0
2,76,335,30
5,35,180,0
1,0,0,0
2,3,315,0
0,0,0,0
0,0,20,120
1,60,0,60
0,0,5,0
0,0,30,0
0,0,0,0
0,0,0,0
0,0,60,0
1,210,0,0
0,0,50,0
0,0,60,60
0,0,33,45
1,30,0,0
0,0,0,0
1,0,0,0
3,50,0,0
0,0,0,0
0,0,0,0
1,2,5,0
1,0,0,0
2,0,0,0
2,0,0,0
0,0,0,0
0,0,150,44
0,0,0,0
0,0,140,15
0,0,80,0
0,0,0,0
0,0,0,0
0,0,0,0
2,10,335,0
0,0,0,0
0,0,19,0
0,0,0,0
0,0,135,0
0,0,0,0
0,0,60,0
0,0,180,0
2,107,94,5
2,150,90,0
2,0,127,0
0,0,55,0
1,0,0,0
1,5,10,0
0,0,180,0
1,4,15,0
3,255,0,30
0,0,0,50
0,0,0,0
0,0,0,0
0,0,60,0
2,107,68,0
2,385,0,0
0,0,240,0
1,88,10,0
0,0,105,0
0,0,10,0
3,0,0,0
0,0,155,60
0,0,130,0
2,90,195,0
2,0,40,0
0,0,60,0
0,0,95,0
0,0,0,0
1,185,120,0
3,0,70,30
0,0,10,30
2,0,0,0
0,0,0,0
0,0,0,0
1,21,0,0
0,0,0,0
0,0,50,0
3,170,110,0
0,0,0,0
1,110,0,15
1,150,120,0
0,0,90,0
2,37,30,0
0,0,0,0
0,0,217,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
5,0,0,0
1,15,60,0
0,0,0,0
0,0,0,0
3,105,55,0
0,0,0,0
0,0,240,0
1,65,230,0
0,0,0,0
0,0,0,5
0,0,10,0
2,0,0,0
3,100,0,0
1,0,515,0
0,0,0,25
0,0,0,0
0,0,0,0
3,20,0,0
0,0,0,0
0,0,193,0
1,30,60,30
0,0,0,40
0,0,10,0
1,120,0,10
0,0,0,0
1,40,0,30
1,112,35,0
0,0,0,0
0,0,0,0
1,65,0,0
2,0,0,0
2,285,0,0
0,0,240,0
0,0,30,60
0,0,300,0
0,0,0,0
3,122,10,2
1,0,0,0
1,345,0,0
2,0,0,0
2,229,69,0
2,0,0,0
0,0,0,0
0,0,120,60
1,22,120,5
1,20,60,0
1,0,125,0
0,0,10,0
2,20,0,0
0,0,0,0
2,40,0,0
2,37,0,48
0,0,0,0
2,0,0,0
1,0,20,0
0,0,0,0
0,0,5,0
1,195,100,0
2,105,0,0
0,0,70,0
0,0,0,0
4,1,0,0
1,60,0,0
0,0,15,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
3,95,180,0
2,6,45,0
1,0,0,41
2,0,0,0
0,0,0,0
1,0,0,0
0,0,0,45
0,0,0,0
0,0,0,30
0,0,150,30
0,0,0,0
1,46,0,0
0,0,0,0
2,32,155,40
1,5,100,30
2,0,50,0
2,71,120,0
1,0,0,0
0,0,0,0
0,0,250,10
0,0,0,0
0,0,0,0
2,0,15,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,55,0
0,0,40,0
0,0,0,0
0,0,0,0
1,0,0,0
2,20,0,0
1,5,0,5
3,0,180,0
0,0,60,0
0,0,65,0
0,0,0,0
0,0,60,30
0,0,0,0
0,0,10,30
3,198,30,0
0,0,60,0
0,0,0,0
3,50,0,0
2,0,10,30
0,0,0,0
1,45,0,0
0,0,0,0
3,25,0,0
2,0,0,0
2,163,270,25
0,0,0,0
0,0,0,15
0,0,0,20
2,0,600,0
0,0,0,0
1,18,0,0
3,131,195,30
0,0,0,20
2,265,60,0
0,0,180,0
0,0,0,0
0,0,0,15
1,0,0,0
0,0,90,0
0,0,20,30
1,2,0,0
0,0,0,0
1,94,475,0
2,212,55,0
0,0,0,0
0,0,20,20
0,0,7,0
1,301,0,0
0,0,0,0
0,0,0,60
2,27,0,0
2,0,0,0
2,135,50,90
2,115,150,0
1,0,40,30
1,0,30,60
2,535,25,0
2,15,150,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,60
0,0,0,20
1,0,0,15
2,0,0,0
0,0,0,0
1,403,0,5
0,0,0,0
1,0,120,0
0,0,0,0
2,0,0,0
2,0,0,0
0,0,22,0
0,0,0,0
2,0,50,35
3,26,96,30
2,90,0,0
3,120,60,40
0,0,0,0
1,5,160,75
0,0,140,60
0,0,0,0
0,0,120,0
1,0,3,0
2,300,90,25
3,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,10,0,0
1,0,0,0
1,0,0,0
0,0,50,45
0,0,0,5
2,42,390,0
0,0,40,0
1,315,180,60
0,0,0,0
1,158,185,60
3,0,0,0
1,0,0,45
0,0,63,60
0,0,0,0
0,0,0,0
1,0,210,0
2,0,0,0
1,0,0,0
3,36,0,0
1,0,0,0
1,30,0,0
2,45,0,0
1,0,0,60
1,15,85,45
1,100,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,60,0
2,30,20,10
2,10,0,0
0,0,0,0
1,0,0,0
1,0,60,0
1,0,0,0
2,0,0,0
0,0,100,0
2,370,0,0
0,0,0,0
0,0,120,0
0,0,0,0
0,0,0,30
3,155,120,0
2,70,130,15
1,0,0,0
2,0,0,0
0,0,0,0
2,35,0,0
0,0,30,0
1,10,27,60
0,0,0,0
1,0,0,0
3,0,60,0
0,0,0,0
0,0,0,0
1,0,0,0
2,80,0,0
2,0,0,0
0,0,0,0
1,0,0,0
2,105,15,0
0,0,0,0
3,110,65,90
3,45,270,20
0,0,30,45
1,50,20,0
0,0,0,0
3,55,0,0
0,0,0,0
2,75,0,0
3,0,0,0
4,210,0,0
0,0,0,0
0,0,0,0
0,0,0,60
1,80,45,60
1,0,0,0
2,0,195,0
0,0,0,0
1,0,0,0
0,0,120,20
1,0,0,90
1,0,65,90
3,75,125,0
3,315,120,0
2,145,0,0
0,0,0,0
1,0,0,0
2,0,0,0
0,0,30,120
0,0,20,60
1,0,0,0
0,0,0,0
0,0,40,0
2,70,0,20
0,0,30,0
1,0,0,0
2,101,186,0
1,0,0,0
3,0,0,0
2,15,0,0
1,5,0,0
1,0,0,0
0,0,0,0
1,0,0,0
2,190,0,0
0,0,73,45
0,0,0,0
0,0,5,60
0,0,0,0
2,0,0,0
0,0,0,0
0,0,160,140
0,0,1,0
2,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
1,47,0,0
1,15,120,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,11,20,90
4,0,45,0
1,76,0,0
0,0,0,0
0,0,0,0
2,0,180,10
0,0,15,0
2,336,100,0
0,0,0,0
2,0,0,0
2,3,0,0
1,0,45,0
0,0,260,0
3,0,0,0
1,75,0,0
0,0,0,0
0,0,0,0
2,35,30,110
0,0,0,0
1,0,110,60
1,15,31,20
2,0,0,0
2,100,0,10
0,0,0,0
2,50,70,0
0,0,250,0
1,0,120,0
0,0,0,0
0,0,0,0
0,0,90,0
0,0,0,0
0,0,60,0
2,0,0,0
0,0,20,0
0,0,0,0
0,0,0,0
0,0,200,0
0,0,0,0
4,220,60,0
2,0,0,90
0,0,0,0
0,0,0,0
0,0,245,0
0,0,0,0
3,0,10,120
1,10,130,60
3,1,0,15
0,0,55,45
0,0,0,0
0,0,0,0
0,0,0,0
